Payment ID,Invoice No,Payment Date,Amount Paid
PAY001572,INV01048,14/10/2025 0:00,10769.05
PAY001573,INV01166,14/10/2025 0:00,4523.19
PAY001574,INV00576,15/10/2025 0:00,7762.25
PAY001575,INV01321,15/10/2025 0:00,5790.15
PAY001576,INV00151,15/10/2025 0:00,11307
PAY001577,INV00856,17/10/2025 0:00,1437.83
PAY001578,INV00939,17/10/2025 0:00,4773.03
PAY001579,INV00083,19/10/2025 0:00,311.59
PAY001580,INV00355,19/10/2025 0:00,7643.23
PAY001581,INV00855,19/10/2025 0:00,2364.24
PAY001582,INV01260,19/10/2025 0:00,13962.75
PAY001583,INV00507,20/10/2025 0:00,9665.12
PAY001584,INV01272,20/10/2025 0:00,1555.95
PAY001585,INV00901,21/10/2025 0:00,5603.73
PAY001586,INV00575,21/10/2025 0:00,3034.14
PAY001587,INV00711,22/10/2025 0:00,2808.18
PAY001588,INV01055,22/10/2025 0:00,2156.15
PAY001589,INV00287,23/10/2025 0:00,10378.59
PAY001590,INV00714,23/10/2025 0:00,15083.13
PAY001591,INV00755,23/10/2025 0:00,520.31
PAY001592,INV01282,23/10/2025 0:00,4446.74
PAY001593,INV01410,23/10/2025 0:00,1609.42
PAY001594,INV00997,23/10/2025 0:00,3884.07
PAY001595,INV00053,24/10/2025 0:00,3308.45
PAY001596,INV00507,24/10/2025 0:00,9665.12
PAY001597,INV00911,24/10/2025 0:00,7030.03
PAY001598,INV01396,25/10/2025 0:00,18020.56
PAY001599,INV00601,26/10/2025 0:00,2845.13
PAY001600,INV00931,26/10/2025 0:00,3780.26
PAY001601,INV00686,28/10/2025 0:00,2891.9
PAY001602,INV01426,28/10/2025 0:00,8532.15
PAY001603,INV00757,29/10/2025 0:00,652.56
PAY001604,INV01278,29/10/2025 0:00,1186.02
PAY001605,INV00551,30/10/2025 0:00,17596.9
PAY001606,INV00802,30/10/2025 0:00,10245.94
PAY001607,INV00950,30/10/2025 0:00,7319.69
PAY001608,INV00032,30/10/2025 0:00,7326.76
PAY001609,INV00254,1/11/2025 0:00,643.71
PAY001610,INV01077,1/11/2025 0:00,10944.78
PAY001611,INV01264,1/11/2025 0:00,990.92
PAY001612,INV00357,2/11/2025 0:00,8678.56
PAY001613,INV01388,2/11/2025 0:00,18859.55
PAY001614,INV00797,4/11/2025 0:00,2251.24
PAY001615,INV00381,4/11/2025 0:00,11946
PAY001616,INV01268,4/11/2025 0:00,7212.71
PAY001617,INV00239,4/11/2025 0:00,10738
PAY001618,INV01497,5/11/2025 0:00,2881.64
PAY001619,INV00745,5/11/2025 0:00,17111
PAY001620,INV00797,6/11/2025 0:00,2251.25
PAY001621,INV00091,6/11/2025 0:00,1730.95
PAY001622,INV00308,6/11/2025 0:00,6168.83
PAY001623,INV00644,6/11/2025 0:00,19773
PAY001624,INV01407,7/11/2025 0:00,261.56
PAY001625,INV00028,7/11/2025 0:00,16710.85
PAY001626,INV01074,9/11/2025 0:00,13752
PAY001627,INV01152,10/11/2025 0:00,1344.76
PAY001628,INV01047,10/11/2025 0:00,7910.42
PAY001629,INV00263,12/11/2025 0:00,5874.27
PAY001630,INV00855,12/11/2025 0:00,2364.24
PAY001631,INV00437,12/11/2025 0:00,17152.58
PAY001632,INV00073,14/11/2025 0:00,2391.76
PAY001633,INV00232,15/11/2025 0:00,24597.4
PAY001634,INV00084,15/11/2025 0:00,5508.99
PAY001635,INV00263,16/11/2025 0:00,5874.27
PAY001636,INV00690,16/11/2025 0:00,22140.2
PAY001637,INV00358,17/11/2025 0:00,2587.12
PAY001638,INV01216,17/11/2025 0:00,2834.98
PAY001639,INV01445,19/11/2025 0:00,758.34
PAY001640,INV00412,21/11/2025 0:00,2264.6
PAY001641,INV01040,21/11/2025 0:00,507.39
PAY001642,INV00670,22/11/2025 0:00,2550.11
PAY001643,INV01478,22/11/2025 0:00,3305.79
PAY001644,INV00900,23/11/2025 0:00,15386
PAY001645,INV00111,24/11/2025 0:00,18257
PAY001646,INV00814,26/11/2025 0:00,1770.99
PAY001647,INV00834,26/11/2025 0:00,4316.42
PAY001648,INV00908,26/11/2025 0:00,7301.02
PAY001649,INV01216,26/11/2025 0:00,2834.98
PAY001650,INV01491,26/11/2025 0:00,12808.11
PAY001651,INV00177,27/11/2025 0:00,1294.87
PAY001652,INV00393,27/11/2025 0:00,776.91
PAY001653,INV00550,28/11/2025 0:00,13374.02
PAY001654,INV00953,28/11/2025 0:00,18196
PAY001655,INV00318,29/11/2025 0:00,10378.66
PAY001656,INV00354,29/11/2025 0:00,282.84
PAY001657,INV00465,29/11/2025 0:00,15190
PAY001658,INV00450,1/12/2025 0:00,3196.51
PAY001659,INV00459,1/12/2025 0:00,8473.07
PAY001660,INV00177,3/12/2025 0:00,1294.87
PAY001661,INV01408,3/12/2025 0:00,1461.99
PAY001662,INV00178,4/12/2025 0:00,5543.1
PAY001663,INV01185,4/12/2025 0:00,371.4
PAY001664,INV00815,5/12/2025 0:00,6003.72
PAY001665,INV00338,6/12/2025 0:00,4233.84
PAY001666,INV00448,6/12/2025 0:00,1533.71
PAY001667,INV00696,7/12/2025 0:00,2005.43
PAY001668,INV01184,8/12/2025 0:00,10858.94
PAY001669,INV00056,8/12/2025 0:00,12122
PAY001670,INV00521,8/12/2025 0:00,12223.95
PAY001671,INV00289,10/12/2025 0:00,5114.86
PAY001672,INV00355,10/12/2025 0:00,7643.23
PAY001673,INV01005,11/12/2025 0:00,10561.72
PAY001674,INV01153,11/12/2025 0:00,5881.06
PAY001675,INV00306,12/12/2025 0:00,10974
PAY001676,INV00804,12/12/2025 0:00,11554
PAY001677,INV01191,12/12/2025 0:00,12901
PAY001678,INV01310,13/12/2025 0:00,2997.88
PAY001679,INV01418,13/12/2025 0:00,14519.09
PAY001680,INV00179,17/12/2025 0:00,5610.32
PAY001681,INV00006,17/12/2025 0:00,11516
PAY001682,INV01174,19/12/2025 0:00,454.71
PAY001683,INV01146,20/12/2025 0:00,6223.87
PAY001684,INV00593,21/12/2025 0:00,3843.7
PAY001685,INV01064,21/12/2025 0:00,11734
PAY001686,INV00077,22/12/2025 0:00,7562.16
PAY001687,INV00578,22/12/2025 0:00,4901.4
PAY001688,INV00428,23/12/2025 0:00,2226.75
PAY001689,INV00599,23/12/2025 0:00,2416.99
PAY001690,INV01251,23/12/2025 0:00,4868.91
PAY001691,INV00089,24/12/2025 0:00,3247.85
PAY001692,INV00473,24/12/2025 0:00,5287.08
PAY001693,INV01186,24/12/2025 0:00,9781.06
PAY001694,INV01000,24/12/2025 0:00,12592
PAY001695,INV00094,26/12/2025 0:00,11235.38
PAY001696,INV00282,26/12/2025 0:00,11746.4
PAY001697,INV00326,26/12/2025 0:00,5226.7
PAY001698,INV00518,26/12/2025 0:00,400.6
PAY001699,INV00405,27/12/2025 0:00,9680.69
PAY001700,INV00059,29/12/2025 0:00,9440.75
PAY001701,INV00419,29/12/2025 0:00,2546.36
PAY001702,INV00256,30/12/2025 0:00,12312.24
PAY001703,INV00578,31/12/2025 0:00,4901.4
PAY001704,INV00817,31/12/2025 0:00,1450.59
PAY001705,INV00296,1/1/2026 0:00,4264.42
PAY001706,INV00670,2/1/2026 0:00,2550.12
PAY001707,INV01041,2/1/2026 0:00,12411.25
PAY001708,INV01444,2/1/2026 0:00,5687.77
PAY001709,INV01180,3/1/2026 0:00,11382.49
PAY001710,INV01190,4/1/2026 0:00,12339.47
PAY001711,INV00108,6/1/2026 0:00,10106.29
PAY001712,INV00194,6/1/2026 0:00,3924.29
PAY001713,INV00814,7/1/2026 0:00,1770.99
PAY001714,INV01053,8/1/2026 0:00,11826.55
PAY001715,INV01365,9/1/2026 0:00,11391.97
PAY001716,INV01354,9/1/2026 0:00,6798.04
PAY001717,INV00289,10/1/2026 0:00,5114.86
PAY001718,INV00322,10/1/2026 0:00,5498.61
PAY001719,INV00593,10/1/2026 0:00,3843.7
PAY001720,INV00015,11/1/2026 0:00,8717.06
PAY001721,INV01055,11/1/2026 0:00,2156.15
PAY001722,INV01379,12/1/2026 0:00,10178.81
PAY001723,INV00788,13/1/2026 0:00,2514.27
PAY001724,INV00818,14/1/2026 0:00,197.45
PAY001725,INV00950,14/1/2026 0:00,7319.68
PAY001726,INV00484,15/1/2026 0:00,672.68
PAY001727,INV01499,15/1/2026 0:00,3510.99
PAY001728,INV01004,15/1/2026 0:00,8158.65
PAY001729,INV00133,17/1/2026 0:00,11852.73
PAY001730,INV00572,17/1/2026 0:00,19355
PAY001731,INV00433,18/1/2026 0:00,4156.61
PAY001732,INV00987,19/1/2026 0:00,23327.64
PAY001733,INV00817,20/1/2026 0:00,1450.6
PAY001734,INV00133,21/1/2026 0:00,11852.73
PAY001735,INV00471,21/1/2026 0:00,11958.19
PAY001736,INV00549,21/1/2026 0:00,7687.16
PAY001737,INV00589,21/1/2026 0:00,13104.3
PAY001738,INV01433,21/1/2026 0:00,18940
PAY001739,INV00635,22/1/2026 0:00,14846.31
PAY001740,INV01336,22/1/2026 0:00,5541.96
PAY001741,INV00869,25/1/2026 0:00,2740.07
PAY001742,INV01313,25/1/2026 0:00,797.91
PAY001743,INV00617,25/1/2026 0:00,11913
PAY001744,INV00869,26/1/2026 0:00,2740.06
PAY001745,INV00778,28/1/2026 0:00,7985.37
PAY001746,INV00280,29/1/2026 0:00,3350.78
PAY001747,INV01314,29/1/2026 0:00,5537.56
PAY001748,INV01327,29/1/2026 0:00,674.78
PAY001749,INV00496,30/1/2026 0:00,18366.91
PAY001750,INV00815,30/1/2026 0:00,6003.72
PAY001751,INV01465,30/1/2026 0:00,7810.63
PAY001752,INV00024,31/1/2026 0:00,4074.06
PAY001753,INV00801,31/1/2026 0:00,876.59
PAY001754,INV01174,31/1/2026 0:00,454.71
PAY001755,INV00874,31/1/2026 0:00,18540
PAY001756,INV00821,1/2/2026 0:00,4079.13
PAY001757,INV00823,3/2/2026 0:00,5919.07
PAY001758,INV01310,5/2/2026 0:00,2997.87
PAY001759,INV00277,6/2/2026 0:00,4502.86
PAY001760,INV00359,6/2/2026 0:00,11746.99
PAY001761,INV00928,7/2/2026 0:00,10767.94
PAY001762,INV00841,9/2/2026 0:00,6347.11
PAY001763,INV00970,10/2/2026 0:00,13192.9
PAY001764,INV00074,11/2/2026 0:00,2142.53
PAY001765,INV00323,12/2/2026 0:00,13816.24
PAY001766,INV00841,12/2/2026 0:00,6347.12
PAY001767,INV00285,15/2/2026 0:00,9189.32
PAY001768,INV01021,17/2/2026 0:00,11821
PAY001769,INV00812,18/2/2026 0:00,14367.45
PAY001770,INV00834,18/2/2026 0:00,4316.43
PAY001771,INV00505,19/2/2026 0:00,5506.02
PAY001772,INV00969,19/2/2026 0:00,2354.91
PAY001773,INV01103,19/2/2026 0:00,5245.28
PAY001774,INV00343,19/2/2026 0:00,11286
PAY001775,INV01148,19/2/2026 0:00,14816
PAY001776,INV01367,20/2/2026 0:00,16021
PAY001777,INV01098,21/2/2026 0:00,17577.09
PAY001778,INV01053,24/2/2026 0:00,11826.54
PAY001779,INV00038,25/2/2026 0:00,24263.2
PAY001780,INV00818,26/2/2026 0:00,197.45
PAY001781,INV00074,28/2/2026 0:00,2142.53
PAY001782,INV01176,1/3/2026 0:00,1090.85
PAY001783,INV01190,11/3/2026 0:00,12339.48
PAY001784,INV01499,14/3/2026 0:00,3510.99
PAY001785,INV00089,15/3/2026 0:00,3247.86
PAY001786,INV00832,17/3/2026 0:00,2318.6
PAY001787,INV00324,25/3/2026 0:00,5174.89
PAY001788,INV01314,6/4/2026 0:00,5537.57
PAY001789,INV00599,11/4/2026 0:00,2416.99
PAY001790,INV00117,12/4/2026 0:00,2121.05
PAY001791,INV01485,14/4/2026 0:00,2806.02
